model,problems,correct,attempts,condition,mode,level,type,threshold
gemma2-9b,24,19,2.08,openmath,best-of-n,all,algebra,0.7
gemma2-9b,9,5,2.78,baseline,best-of-n,all,counting_&_probability,0.7
gemma2-9b,9,6,2.78,openmath,best-of-n,all,counting_&_probability,0.7
gemma2-9b,4,1,4.0,baseline,best-of-n,all,geometry,0.7
gemma2-9b,4,1,4.0,openmath,best-of-n,all,geometry,0.7
gemma2-9b,17,7,3.65,baseline,best-of-n,all,intermediate_algebra,0.7
gemma2-9b,17,8,3.65,openmath,best-of-n,all,intermediate_algebra,0.7
gemma2-9b,15,10,2.67,baseline,best-of-n,all,number_theory,0.7
gemma2-9b,15,9,2.73,openmath,best-of-n,all,number_theory,0.7
gemma2-9b,18,12,2.56,baseline,best-of-n,all,prealgebra,0.7
gemma2-9b,18,15,2.11,openmath,best-of-n,all,prealgebra,0.7
gemma2-9b,18,8,3.39,baseline,best-of-n,all,precalculus,0.7
gemma2-9b,18,7,3.56,openmath,best-of-n,all,precalculus,0.7
gemma2-9b,89,54,2.76,baseline,best-of-n,all,all,0.8
gemma2-9b,89,56,2.79,openmath,best-of-n,all,all,0.8
gemma2-9b,11,11,1.36,baseline,best-of-n,1,all,0.8
gemma2-9b,11,11,1.18,openmath,best-of-n,1,all,0.8
gemma2-9b,18,16,1.72,baseline,best-of-n,2,all,0.8
gemma2-9b,18,16,1.72,openmath,best-of-n,2,all,0.8
gemma2-9b,22,15,2.36,baseline,best-of-n,3,all,0.8
gemma2-9b,22,16,2.36,openmath,best-of-n,3,all,0.8
gemma2-9b,19,7,3.68,baseline,best-of-n,4,all,0.8
gemma2-9b,19,7,3.74,openmath,best-of-n,4,all,0.8
gemma2-9b,19,5,4.11,baseline,best-of-n,5,all,0.8
gemma2-9b,19,6,4.26,openmath,best-of-n,5,all,0.8
gemma2-9b,19,16,1.84,baseline,best-of-n,all,algebra,0.8
gemma2-9b,19,16,1.84,openmath,best-of-n,all,algebra,0.8
gemma2-9b,9,5,2.78,baseline,best-of-n,all,counting_&_probability,0.8
gemma2-9b,9,6,2.78,openmath,best-of-n,all,counting_&_probability,0.8
gemma2-9b,4,1,4.0,baseline,best-of-n,all,geometry,0.8
gemma2-9b,4,1,4.0,openmath,best-of-n,all,geometry,0.8
gemma2-9b,15,6,3.73,baseline,best-of-n,all,intermediate_algebra,0.8
gemma2-9b,15,7,3.73,openmath,best-of-n,all,intermediate_algebra,0.8
gemma2-9b,12,8,2.75,baseline,best-of-n,all,number_theory,0.8
gemma2-9b,12,7,2.67,openmath,best-of-n,all,number_theory,0.8
gemma2-9b,16,11,2.31,baseline,best-of-n,all,prealgebra,0.8
gemma2-9b,16,13,2.25,openmath,best-of-n,all,prealgebra,0.8
gemma2-9b,14,7,3.14,baseline,best-of-n,all,precalculus,0.8
gemma2-9b,14,6,3.43,openmath,best-of-n,all,precalculus,0.8
gemma2-9b,75,45,2.81,baseline,best-of-n,all,all,0.9
gemma2-9b,75,47,2.85,openmath,best-of-n,all,all,0.9
gemma2-9b,8,8,1.5,baseline,best-of-n,1,all,0.9
gemma2-9b,8,8,1.25,openmath,best-of-n,1,all,0.9
gemma2-9b,16,14,1.81,baseline,best-of-n,2,all,0.9
gemma2-9b,16,14,1.81,openmath,best-of-n,2,all,0.9
gemma2-9b,19,13,2.32,baseline,best-of-n,3,all,0.9
gemma2-9b,19,14,2.37,openmath,best-of-n,3,all,0.9
gemma2-9b,18,7,3.61,baseline,best-of-n,4,all,0.9
gemma2-9b,18,7,3.67,openmath,best-of-n,4,all,0.9
gemma2-9b,14,3,4.36,baseline,best-of-n,5,all,0.9
gemma2-9b,14,4,4.57,openmath,best-of-n,5,all,0.9
gemma2-9b,15,12,2.07,baseline,best-of-n,all,algebra,0.9
gemma2-9b,15,12,2.07,openmath,best-of-n,all,algebra,0.9
gemma2-9b,9,5,2.78,baseline,best-of-n,all,counting_&_probability,0.9
gemma2-9b,9,6,2.78,openmath,best-of-n,all,counting_&_probability,0.9
gemma2-9b,3,1,3.67,baseline,best-of-n,all,geometry,0.9
gemma2-9b,3,1,3.67,openmath,best-of-n,all,geometry,0.9
gemma2-9b,15,6,3.73,baseline,best-of-n,all,intermediate_algebra,0.9
gemma2-9b,15,7,3.73,openmath,best-of-n,all,intermediate_algebra,0.9
gemma2-9b,9,7,2.33,baseline,best-of-n,all,number_theory,0.9
gemma2-9b,9,6,2.33,openmath,best-of-n,all,number_theory,0.9
gemma2-9b,13,8,2.62,baseline,best-of-n,all,prealgebra,0.9
gemma2-9b,13,10,2.54,openmath,best-of-n,all,prealgebra,0.9
gemma2-9b,11,6,3.0,baseline,best-of-n,all,precalculus,0.9
gemma2-9b,11,5,3.36,openmath,best-of-n,all,precalculus,0.9
qwen2.5-math-7b,500,366,1.0,baseline,greedy,all,all,0.0
qwen2.5-math-7b,500,367,1.0,openmath,greedy,all,all,0.0
qwen2.5-math-7b,43,39,1.0,baseline,greedy,1,all,0.0
qwen2.5-math-7b,43,40,1.0,openmath,greedy,1,all,0.0
qwen2.5-math-7b,90,78,1.0,baseline,greedy,2,all,0.0
qwen2.5-math-7b,90,75,1.0,openmath,greedy,2,all,0.0
qwen2.5-math-7b,105,86,1.0,baseline,greedy,3,all,0.0
qwen2.5-math-7b,105,83,1.0,openmath,greedy,3,all,0.0
qwen2.5-math-7b,128,92,1.0,baseline,greedy,4,all,0.0
qwen2.5-math-7b,128,93,1.0,openmath,greedy,4,all,0.0
qwen2.5-math-7b,134,71,1.0,baseline,greedy,5,all,0.0
qwen2.5-math-7b,134,76,1.0,openmath,greedy,5,all,0.0
qwen2.5-math-7b,124,110,1.0,baseline,greedy,all,algebra,0.0
qwen2.5-math-7b,124,113,1.0,openmath,greedy,all,algebra,0.0
qwen2.5-math-7b,38,28,1.0,baseline,greedy,all,counting_&_probability,0.0
qwen2.5-math-7b,38,27,1.0,openmath,greedy,all,counting_&_probability,0.0
qwen2.5-math-7b,41,21,1.0,baseline,greedy,all,geometry,0.0
qwen2.5-math-7b,41,21,1.0,openmath,greedy,all,geometry,0.0
qwen2.5-math-7b,97,55,1.0,baseline,greedy,all,intermediate_algebra,0.0
qwen2.5-math-7b,97,57,1.0,openmath,greedy,all,intermediate_algebra,0.0
qwen2.5-math-7b,62,54,1.0,baseline,greedy,all,number_theory,0.0
qwen2.5-math-7b,62,54,1.0,openmath,greedy,all,number_theory,0.0
qwen2.5-math-7b,82,65,1.0,baseline,greedy,all,prealgebra,0.0
qwen2.5-math-7b,82,63,1.0,openmath,greedy,all,prealgebra,0.0
qwen2.5-math-7b,56,33,1.0,baseline,greedy,all,precalculus,0.0
qwen2.5-math-7b,56,32,1.0,openmath,greedy,all,precalculus,0.0
qwen2.5-math-7b,201,155,1.0,baseline,greedy,all,all,0.1
qwen2.5-math-7b,201,161,1.0,openmath,greedy,all,all,0.1
qwen2.5-math-7b,19,18,1.0,baseline,greedy,1,all,0.1
qwen2.5-math-7b,19,19,1.0,openmath,greedy,1,all,0.1
qwen2.5-math-7b,39,33,1.0,baseline,greedy,2,all,0.1
qwen2.5-math-7b,39,30,1.0,openmath,greedy,2,all,0.1
qwen2.5-math-7b,52,41,1.0,baseline,greedy,3,all,0.1
qwen2.5-math-7b,52,40,1.0,openmath,greedy,3,all,0.1
qwen2.5-math-7b,43,33,1.0,baseline,greedy,4,all,0.1
qwen2.5-math-7b,43,37,1.0,openmath,greedy,4,all,0.1
qwen2.5-math-7b,48,30,1.0,baseline,greedy,5,all,0.1
qwen2.5-math-7b,48,35,1.0,openmath,greedy,5,all,0.1
qwen2.5-math-7b,52,46,1.0,baseline,greedy,all,algebra,0.1
qwen2.5-math-7b,52,48,1.0,openmath,greedy,all,algebra,0.1
qwen2.5-math-7b,19,15,1.0,baseline,greedy,all,counting_&_probability,0.1
qwen2.5-math-7b,19,16,1.0,openmath,greedy,all,counting_&_probability,0.1
qwen2.5-math-7b,15,10,1.0,baseline,greedy,all,geometry,0.1
qwen2.5-math-7b,15,11,1.0,openmath,greedy,all,geometry,0.1
qwen2.5-math-7b,32,21,1.0,baseline,greedy,all,intermediate_algebra,0.1
qwen2.5-math-7b,32,22,1.0,openmath,greedy,all,intermediate_algebra,0.1
qwen2.5-math-7b,24,20,1.0,baseline,greedy,all,number_theory,0.1
qwen2.5-math-7b,24,21,1.0,openmath,greedy,all,number_theory,0.1
qwen2.5-math-7b,28,26,1.0,baseline,greedy,all,prealgebra,0.1
qwen2.5-math-7b,28,24,1.0,openmath,greedy,all,prealgebra,0.1
qwen2.5-math-7b,31,17,1.0,baseline,greedy,all,precalculus,0.1
qwen2.5-math-7b,31,19,1.0,openmath,greedy,all,precalculus,0.1
qwen2.5-math-7b,171,130,1.0,baseline,greedy,all,all,0.2
qwen2.5-math-7b,171,140,1.0,openmath,greedy,all,all,0.2
qwen2.5-math-7b,16,15,1.0,baseline,greedy,1,all,0.2
qwen2.5-math-7b,16,16,1.0,openmath,greedy,1,all,0.2
qwen2.5-math-7b,32,27,1.0,baseline,greedy,2,all,0.2
qwen2.5-math-7b,32,25,1.0,openmath,greedy,2,all,0.2
qwen2.5-math-7b,40,30,1.0,baseline,greedy,3,all,0.2
qwen2.5-math-7b,40,31,1.0,openmath,greedy,3,all,0.2
qwen2.5-math-7b,38,29,1.0,baseline,greedy,4,all,0.2
qwen2.5-math-7b,38,34,1.0,openmath,greedy,4,all,0.2
qwen2.5-math-7b,45,29,1.0,baseline,greedy,5,all,0.2
qwen2.5-math-7b,45,34,1.0,openmath,greedy,5,all,0.2
qwen2.5-math-7b,44,39,1.0,baseline,greedy,all,algebra,0.2
qwen2.5-math-7b,44,41,1.0,openmath,greedy,all,algebra,0.2
qwen2.5-math-7b,16,13,1.0,baseline,greedy,all,counting_&_probability,0.2
qwen2.5-math-7b,16,14,1.0,openmath,greedy,all,counting_&_probability,0.2
qwen2.5-math-7b,14,9,1.0,baseline,greedy,all,geometry,0.2
qwen2.5-math-7b,14,10,1.0,openmath,greedy,all,geometry,0.2
qwen2.5-math-7b,29,18,1.0,baseline,greedy,all,intermediate_algebra,0.2
qwen2.5-math-7b,29,20,1.0,openmath,greedy,all,intermediate_algebra,0.2
qwen2.5-math-7b,19,15,1.0,baseline,greedy,all,number_theory,0.2
qwen2.5-math-7b,19,18,1.0,openmath,greedy,all,number_theory,0.2
qwen2.5-math-7b,23,21,1.0,baseline,greedy,all,prealgebra,0.2
qwen2.5-math-7b,23,20,1.0,openmath,greedy,all,prealgebra,0.2
qwen2.5-math-7b,26,15,1.0,baseline,greedy,all,precalculus,0.2
qwen2.5-math-7b,26,17,1.0,openmath,greedy,all,precalculus,0.2
qwen2.5-math-7b,151,116,1.0,baseline,greedy,all,all,0.3
qwen2.5-math-7b,151,126,1.0,openmath,greedy,all,all,0.3
qwen2.5-math-7b,14,14,1.0,baseline,greedy,1,all,0.3
qwen2.5-math-7b,14,14,1.0,openmath,greedy,1,all,0.3
qwen2.5-math-7b,28,23,1.0,baseline,greedy,2,all,0.3
qwen2.5-math-7b,28,22,1.0,openmath,greedy,2,all,0.3
qwen2.5-math-7b,37,28,1.0,baseline,greedy,3,all,0.3
qwen2.5-math-7b,37,29,1.0,openmath,greedy,3,all,0.3
qwen2.5-math-7b,33,25,1.0,baseline,greedy,4,all,0.3
qwen2.5-math-7b,33,30,1.0,openmath,greedy,4,all,0.3
qwen2.5-math-7b,39,26,1.0,baseline,greedy,5,all,0.3
qwen2.5-math-7b,39,31,1.0,openmath,greedy,5,all,0.3
qwen2.5-math-7b,39,34,1.0,baseline,greedy,all,algebra,0.3
qwen2.5-math-7b,39,36,1.0,openmath,greedy,all,algebra,0.3
qwen2.5-math-7b,14,11,1.0,baseline,greedy,all,counting_&_probability,0.3
qwen2.5-math-7b,14,13,1.0,openmath,greedy,all,counting_&_probability,0.3
qwen2.5-math-7b,12,8,1.0,baseline,greedy,all,geometry,0.3
qwen2.5-math-7b,12,9,1.0,openmath,greedy,all,geometry,0.3
qwen2.5-math-7b,22,15,1.0,baseline,greedy,all,intermediate_algebra,0.3
qwen2.5-math-7b,22,16,1.0,openmath,greedy,all,intermediate_algebra,0.3
qwen2.5-math-7b,18,14,1.0,baseline,greedy,all,number_theory,0.3
qwen2.5-math-7b,18,17,1.0,openmath,greedy,all,number_theory,0.3
qwen2.5-math-7b,22,20,1.0,baseline,greedy,all,prealgebra,0.3
qwen2.5-math-7b,22,19,1.0,openmath,greedy,all,prealgebra,0.3
qwen2.5-math-7b,24,14,1.0,baseline,greedy,all,precalculus,0.3
qwen2.5-math-7b,24,16,1.0,openmath,greedy,all,precalculus,0.3
qwen2.5-math-7b,134,102,1.0,baseline,greedy,all,all,0.4
qwen2.5-math-7b,134,110,1.0,openmath,greedy,all,all,0.4
qwen2.5-math-7b,14,14,1.0,baseline,greedy,1,all,0.4
qwen2.5-math-7b,14,14,1.0,openmath,greedy,1,all,0.4
qwen2.5-math-7b,25,20,1.0,baseline,greedy,2,all,0.4
qwen2.5-math-7b,25,19,1.0,openmath,greedy,2,all,0.4
qwen2.5-math-7b,33,26,1.0,baseline,greedy,3,all,0.4
qwen2.5-math-7b,33,26,1.0,openmath,greedy,3,all,0.4
qwen2.5-math-7b,27,20,1.0,baseline,greedy,4,all,0.4
qwen2.5-math-7b,27,24,1.0,openmath,greedy,4,all,0.4
qwen2.5-math-7b,35,22,1.0,baseline,greedy,5,all,0.4
qwen2.5-math-7b,35,27,1.0,openmath,greedy,5,all,0.4
qwen2.5-math-7b,33,29,1.0,baseline,greedy,all,algebra,0.4
qwen2.5-math-7b,33,31,1.0,openmath,greedy,all,algebra,0.4
qwen2.5-math-7b,11,8,1.0,baseline,greedy,all,counting_&_probability,0.4
qwen2.5-math-7b,11,10,1.0,openmath,greedy,all,counting_&_probability,0.4
qwen2.5-math-7b,10,6,1.0,baseline,greedy,all,geometry,0.4
qwen2.5-math-7b,10,7,1.0,openmath,greedy,all,geometry,0.4
qwen2.5-math-7b,20,13,1.0,baseline,greedy,all,intermediate_algebra,0.4
qwen2.5-math-7b,20,14,1.0,openmath,greedy,all,intermediate_algebra,0.4
qwen2.5-math-7b,18,14,1.0,baseline,greedy,all,number_theory,0.4
qwen2.5-math-7b,18,17,1.0,openmath,greedy,all,number_theory,0.4
qwen2.5-math-7b,21,19,1.0,baseline,greedy,all,prealgebra,0.4
qwen2.5-math-7b,21,18,1.0,openmath,greedy,all,prealgebra,0.4
qwen2.5-math-7b,21,13,1.0,baseline,greedy,all,precalculus,0.4
qwen2.5-math-7b,21,13,1.0,openmath,greedy,all,precalculus,0.4
qwen2.5-math-7b,121,92,1.0,baseline,greedy,all,all,0.5
qwen2.5-math-7b,121,99,1.0,openmath,greedy,all,all,0.5
qwen2.5-math-7b,14,14,1.0,baseline,greedy,1,all,0.5
qwen2.5-math-7b,14,14,1.0,openmath,greedy,1,all,0.5
qwen2.5-math-7b,22,17,1.0,baseline,greedy,2,all,0.5
qwen2.5-math-7b,22,16,1.0,openmath,greedy,2,all,0.5
qwen2.5-math-7b,31,24,1.0,baseline,greedy,3,all,0.5
qwen2.5-math-7b,31,24,1.0,openmath,greedy,3,all,0.5
qwen2.5-math-7b,24,18,1.0,baseline,greedy,4,all,0.5
qwen2.5-math-7b,24,22,1.0,openmath,greedy,4,all,0.5
qwen2.5-math-7b,30,19,1.0,baseline,greedy,5,all,0.5
qwen2.5-math-7b,30,23,1.0,openmath,greedy,5,all,0.5
qwen2.5-math-7b,28,24,1.0,baseline,greedy,all,algebra,0.5
qwen2.5-math-7b,28,26,1.0,openmath,greedy,all,algebra,0.5
qwen2.5-math-7b,10,8,1.0,baseline,greedy,all,counting_&_probability,0.5
qwen2.5-math-7b,10,9,1.0,openmath,greedy,all,counting_&_probability,0.5
qwen2.5-math-7b,6,4,1.0,baseline,greedy,all,geometry,0.5
qwen2.5-math-7b,6,5,1.0,openmath,greedy,all,geometry,0.5
qwen2.5-math-7b,20,13,1.0,baseline,greedy,all,intermediate_algebra,0.5
qwen2.5-math-7b,20,14,1.0,openmath,greedy,all,intermediate_algebra,0.5
qwen2.5-math-7b,17,13,1.0,baseline,greedy,all,number_theory,0.5
qwen2.5-math-7b,17,16,1.0,openmath,greedy,all,number_theory,0.5
qwen2.5-math-7b,19,17,1.0,baseline,greedy,all,prealgebra,0.5
qwen2.5-math-7b,19,16,1.0,openmath,greedy,all,prealgebra,0.5
qwen2.5-math-7b,21,13,1.0,baseline,greedy,all,precalculus,0.5
qwen2.5-math-7b,21,13,1.0,openmath,greedy,all,precalculus,0.5
qwen2.5-math-7b,115,87,1.0,baseline,greedy,all,all,0.6
qwen2.5-math-7b,115,94,1.0,openmath,greedy,all,all,0.6
qwen2.5-math-7b,13,13,1.0,baseline,greedy,1,all,0.6
qwen2.5-math-7b,13,13,1.0,openmath,greedy,1,all,0.6
qwen2.5-math-7b,21,17,1.0,baseline,greedy,2,all,0.6
qwen2.5-math-7b,21,16,1.0,openmath,greedy,2,all,0.6
qwen2.5-math-7b,30,23,1.0,baseline,greedy,3,all,0.6
qwen2.5-math-7b,30,23,1.0,openmath,greedy,3,all,0.6
qwen2.5-math-7b,23,17,1.0,baseline,greedy,4,all,0.6
qwen2.5-math-7b,23,21,1.0,openmath,greedy,4,all,0.6
qwen2.5-math-7b,28,17,1.0,baseline,greedy,5,all,0.6
qwen2.5-math-7b,28,21,1.0,openmath,greedy,5,all,0.6
qwen2.5-math-7b,27,23,1.0,baseline,greedy,all,algebra,0.6
qwen2.5-math-7b,27,25,1.0,openmath,greedy,all,algebra,0.6
qwen2.5-math-7b,9,7,1.0,baseline,greedy,all,counting_&_probability,0.6
qwen2.5-math-7b,9,8,1.0,openmath,greedy,all,counting_&_probability,0.6
qwen2.5-math-7b,5,3,1.0,baseline,greedy,all,geometry,0.6
qwen2.5-math-7b,5,4,1.0,openmath,greedy,all,geometry,0.6
qwen2.5-math-7b,19,12,1.0,baseline,greedy,all,intermediate_algebra,0.6
qwen2.5-math-7b,19,13,1.0,openmath,greedy,all,intermediate_algebra,0.6
qwen2.5-math-7b,16,12,1.0,baseline,greedy,all,number_theory,0.6
qwen2.5-math-7b,16,15,1.0,openmath,greedy,all,number_theory,0.6
qwen2.5-math-7b,19,17,1.0,baseline,greedy,all,prealgebra,0.6
qwen2.5-math-7b,19,16,1.0,openmath,greedy,all,prealgebra,0.6
qwen2.5-math-7b,20,13,1.0,baseline,greedy,all,precalculus,0.6
qwen2.5-math-7b,20,13,1.0,openmath,greedy,all,precalculus,0.6
qwen2.5-math-7b,105,80,1.0,baseline,greedy,all,all,0.7
qwen2.5-math-7b,105,87,1.0,openmath,greedy,all,all,0.7
qwen2.5-math-7b,13,13,1.0,baseline,greedy,1,all,0.7
qwen2.5-math-7b,13,13,1.0,openmath,greedy,1,all,0.7
qwen2.5-math-7b,19,16,1.0,baseline,greedy,2,all,0.7
qwen2.5-math-7b,19,15,1.0,openmath,greedy,2,all,0.7
qwen2.5-math-7b,25,19,1.0,baseline,greedy,3,all,0.7
qwen2.5-math-7b,25,19,1.0,openmath,greedy,3,all,0.7
qwen2.5-math-7b,22,16,1.0,baseline,greedy,4,all,0.7
qwen2.5-math-7b,22,20,1.0,openmath,greedy,4,all,0.7
qwen2.5-math-7b,26,16,1.0,baseline,greedy,5,all,0.7
qwen2.5-math-7b,26,20,1.0,openmath,greedy,5,all,0.7
qwen2.5-math-7b,24,21,1.0,baseline,greedy,all,algebra,0.7
qwen2.5-math-7b,24,23,1.0,openmath,greedy,all,algebra,0.7
qwen2.5-math-7b,9,7,1.0,baseline,greedy,all,counting_&_probability,0.7
qwen2.5-math-7b,9,8,1.0,openmath,greedy,all,counting_&_probability,0.7
qwen2.5-math-7b,4,2,1.0,baseline,greedy,all,geometry,0.7
qwen2.5-math-7b,4,3,1.0,openmath,greedy,all,geometry,0.7
qwen2.5-math-7b,17,11,1.0,baseline,greedy,all,intermediate_algebra,0.7
qwen2.5-math-7b,17,12,1.0,openmath,greedy,all,intermediate_algebra,0.7
qwen2.5-math-7b,15,11,1.0,baseline,greedy,all,number_theory,0.7
qwen2.5-math-7b,15,14,1.0,openmath,greedy,all,number_theory,0.7
qwen2.5-math-7b,18,17,1.0,baseline,greedy,all,prealgebra,0.7
qwen2.5-math-7b,18,16,1.0,openmath,greedy,all,prealgebra,0.7
qwen2.5-math-7b,18,11,1.0,baseline,greedy,all,precalculus,0.7
qwen2.5-math-7b,18,11,1.0,openmath,greedy,all,precalculus,0.7
qwen2.5-math-7b,89,69,1.0,baseline,greedy,all,all,0.8
qwen2.5-math-7b,89,73,1.0,openmath,greedy,all,all,0.8
qwen2.5-math-7b,11,11,1.0,baseline,greedy,1,all,0.8
qwen2.5-math-7b,11,11,1.0,openmath,greedy,1,all,0.8
qwen2.5-math-7b,18,15,1.0,baseline,greedy,2,all,0.8
qwen2.5-math-7b,18,14,1.0,openmath,greedy,2,all,0.8
qwen2.5-math-7b,22,17,1.0,baseline,greedy,3,all,0.8
qwen2.5-math-7b,22,17,1.0,openmath,greedy,3,all,0.8
qwen2.5-math-7b,19,14,1.0,baseline,greedy,4,all,0.8
qwen2.5-math-7b,19,17,1.0,openmath,greedy,4,all,0.8
qwen2.5-math-7b,19,12,1.0,baseline,greedy,5,all,0.8
qwen2.5-math-7b,19,14,1.0,openmath,greedy,5,all,0.8
qwen2.5-math-7b,19,17,1.0,baseline,greedy,all,algebra,0.8
qwen2.5-math-7b,19,19,1.0,openmath,greedy,all,algebra,0.8
qwen2.5-math-7b,9,7,1.0,baseline,greedy,all,counting_&_probability,0.8
qwen2.5-math-7b,9,8,1.0,openmath,greedy,all,counting_&_probability,0.8
qwen2.5-math-7b,4,2,1.0,baseline,greedy,all,geometry,0.8
qwen2.5-math-7b,4,3,1.0,openmath,greedy,all,geometry,0.8
qwen2.5-math-7b,15,9,1.0,baseline,greedy,all,intermediate_algebra,0.8
qwen2.5-math-7b,15,10,1.0,openmath,greedy,all,intermediate_algebra,0.8
qwen2.5-math-7b,12,10,1.0,baseline,greedy,all,number_theory,0.8
qwen2.5-math-7b,12,11,1.0,openmath,greedy,all,number_theory,0.8
qwen2.5-math-7b,16,15,1.0,baseline,greedy,all,prealgebra,0.8
qwen2.5-math-7b,16,14,1.0,openmath,greedy,all,prealgebra,0.8
qwen2.5-math-7b,14,9,1.0,baseline,greedy,all,precalculus,0.8
qwen2.5-math-7b,14,8,1.0,openmath,greedy,all,precalculus,0.8
qwen2.5-math-7b,75,60,1.0,baseline,greedy,all,all,0.9
qwen2.5-math-7b,75,62,1.0,openmath,greedy,all,all,0.9
