model,problems,correct,attempts,condition,mode,level,type,threshold
qwen2.5-math-7b,8,8,1.0,baseline,greedy,1,all,0.9
qwen2.5-math-7b,8,8,1.0,openmath,greedy,1,all,0.9
qwen2.5-math-7b,16,14,1.0,baseline,greedy,2,all,0.9
qwen2.5-math-7b,16,13,1.0,openmath,greedy,2,all,0.9
qwen2.5-math-7b,19,15,1.0,baseline,greedy,3,all,0.9
qwen2.5-math-7b,19,15,1.0,openmath,greedy,3,all,0.9
qwen2.5-math-7b,18,14,1.0,baseline,greedy,4,all,0.9
qwen2.5-math-7b,18,16,1.0,openmath,greedy,4,all,0.9
qwen2.5-math-7b,14,9,1.0,baseline,greedy,5,all,0.9
qwen2.5-math-7b,14,10,1.0,openmath,greedy,5,all,0.9
qwen2.5-math-7b,15,13,1.0,baseline,greedy,all,algebra,0.9
qwen2.5-math-7b,15,15,1.0,openmath,greedy,all,algebra,0.9
qwen2.5-math-7b,9,7,1.0,baseline,greedy,all,counting_&_probability,0.9
qwen2.5-math-7b,9,8,1.0,openmath,greedy,all,counting_&_probability,0.9
qwen2.5-math-7b,3,2,1.0,baseline,greedy,all,geometry,0.9
qwen2.5-math-7b,3,3,1.0,openmath,greedy,all,geometry,0.9
qwen2.5-math-7b,15,9,1.0,baseline,greedy,all,intermediate_algebra,0.9
qwen2.5-math-7b,15,10,1.0,openmath,greedy,all,intermediate_algebra,0.9
qwen2.5-math-7b,9,9,1.0,baseline,greedy,all,number_theory,0.9
qwen2.5-math-7b,9,8,1.0,openmath,greedy,all,number_theory,0.9
qwen2.5-math-7b,13,12,1.0,baseline,greedy,all,prealgebra,0.9
qwen2.5-math-7b,13,11,1.0,openmath,greedy,all,prealgebra,0.9
qwen2.5-math-7b,11,8,1.0,baseline,greedy,all,precalculus,0.9
qwen2.5-math-7b,11,7,1.0,openmath,greedy,all,precalculus,0.9
qwen2.5-math-7b,500,406,1.99,baseline,best-of-n,all,all,0.0
qwen2.5-math-7b,500,407,1.88,openmath,best-of-n,all,all,0.0
qwen2.5-math-7b,43,40,1.33,baseline,best-of-n,1,all,0.0
qwen2.5-math-7b,43,41,1.28,openmath,best-of-n,1,all,0.0
qwen2.5-math-7b,90,79,1.52,baseline,best-of-n,2,all,0.0
qwen2.5-math-7b,90,80,1.5,openmath,best-of-n,2,all,0.0
qwen2.5-math-7b,105,90,1.78,baseline,best-of-n,3,all,0.0
qwen2.5-math-7b,105,90,1.68,openmath,best-of-n,3,all,0.0
qwen2.5-math-7b,128,106,2.05,baseline,best-of-n,4,all,0.0
qwen2.5-math-7b,128,105,1.85,openmath,best-of-n,4,all,0.0
qwen2.5-math-7b,134,91,2.62,baseline,best-of-n,5,all,0.0
qwen2.5-math-7b,134,91,2.52,openmath,best-of-n,5,all,0.0
qwen2.5-math-7b,124,113,1.42,baseline,best-of-n,all,algebra,0.0
qwen2.5-math-7b,124,115,1.35,openmath,best-of-n,all,algebra,0.0
qwen2.5-math-7b,38,31,2.13,baseline,best-of-n,all,counting_&_probability,0.0
qwen2.5-math-7b,38,30,2.11,openmath,best-of-n,all,counting_&_probability,0.0
qwen2.5-math-7b,41,27,2.68,baseline,best-of-n,all,geometry,0.0
qwen2.5-math-7b,41,26,2.76,openmath,best-of-n,all,geometry,0.0
qwen2.5-math-7b,97,71,2.38,baseline,best-of-n,all,intermediate_algebra,0.0
qwen2.5-math-7b,97,72,2.21,openmath,best-of-n,all,intermediate_algebra,0.0
qwen2.5-math-7b,62,58,1.6,baseline,best-of-n,all,number_theory,0.0
qwen2.5-math-7b,62,59,1.32,openmath,best-of-n,all,number_theory,0.0
qwen2.5-math-7b,82,69,1.87,baseline,best-of-n,all,prealgebra,0.0
qwen2.5-math-7b,82,70,1.7,openmath,best-of-n,all,prealgebra,0.0
qwen2.5-math-7b,56,37,2.57,baseline,best-of-n,all,precalculus,0.0
qwen2.5-math-7b,56,35,2.59,openmath,best-of-n,all,precalculus,0.0
qwen2.5-math-7b,201,173,1.82,baseline,best-of-n,all,all,0.1
qwen2.5-math-7b,201,175,1.63,openmath,best-of-n,all,all,0.1
qwen2.5-math-7b,19,19,1.05,baseline,best-of-n,1,all,0.1
qwen2.5-math-7b,19,19,1.11,openmath,best-of-n,1,all,0.1
qwen2.5-math-7b,39,33,1.62,baseline,best-of-n,2,all,0.1
qwen2.5-math-7b,39,34,1.62,openmath,best-of-n,2,all,0.1
qwen2.5-math-7b,52,44,1.88,baseline,best-of-n,3,all,0.1
qwen2.5-math-7b,52,44,1.73,openmath,best-of-n,3,all,0.1
qwen2.5-math-7b,43,38,1.86,baseline,best-of-n,4,all,0.1
qwen2.5-math-7b,43,40,1.37,openmath,best-of-n,4,all,0.1
qwen2.5-math-7b,48,39,2.17,baseline,best-of-n,5,all,0.1
qwen2.5-math-7b,48,38,1.98,openmath,best-of-n,5,all,0.1
qwen2.5-math-7b,52,48,1.4,baseline,best-of-n,all,algebra,0.1
qwen2.5-math-7b,52,48,1.35,openmath,best-of-n,all,algebra,0.1
qwen2.5-math-7b,19,17,1.68,baseline,best-of-n,all,counting_&_probability,0.1
qwen2.5-math-7b,19,18,1.37,openmath,best-of-n,all,counting_&_probability,0.1
qwen2.5-math-7b,15,12,2.13,baseline,best-of-n,all,geometry,0.1
qwen2.5-math-7b,15,12,1.93,openmath,best-of-n,all,geometry,0.1
qwen2.5-math-7b,32,25,2.03,baseline,best-of-n,all,intermediate_algebra,0.1
qwen2.5-math-7b,32,26,1.91,openmath,best-of-n,all,intermediate_algebra,0.1
qwen2.5-math-7b,24,24,1.62,baseline,best-of-n,all,number_theory,0.1
qwen2.5-math-7b,24,24,1.17,openmath,best-of-n,all,number_theory,0.1
qwen2.5-math-7b,28,27,1.46,baseline,best-of-n,all,prealgebra,0.1
qwen2.5-math-7b,28,27,1.25,openmath,best-of-n,all,prealgebra,0.1
qwen2.5-math-7b,31,20,2.68,baseline,best-of-n,all,precalculus,0.1
qwen2.5-math-7b,31,20,2.55,openmath,best-of-n,all,precalculus,0.1
qwen2.5-math-7b,171,148,1.78,baseline,best-of-n,all,all,0.2
qwen2.5-math-7b,171,149,1.62,openmath,best-of-n,all,all,0.2
qwen2.5-math-7b,16,16,1.06,baseline,best-of-n,1,all,0.2
qwen2.5-math-7b,16,16,1.12,openmath,best-of-n,1,all,0.2
qwen2.5-math-7b,32,27,1.62,baseline,best-of-n,2,all,0.2
qwen2.5-math-7b,32,28,1.62,openmath,best-of-n,2,all,0.2
qwen2.5-math-7b,40,33,1.85,baseline,best-of-n,3,all,0.2
qwen2.5-math-7b,40,33,1.77,openmath,best-of-n,3,all,0.2
qwen2.5-math-7b,38,34,1.79,baseline,best-of-n,4,all,0.2
qwen2.5-math-7b,38,36,1.29,openmath,best-of-n,4,all,0.2
qwen2.5-math-7b,45,38,2.07,baseline,best-of-n,5,all,0.2
qwen2.5-math-7b,45,36,1.93,openmath,best-of-n,5,all,0.2
qwen2.5-math-7b,44,41,1.39,baseline,best-of-n,all,algebra,0.2
qwen2.5-math-7b,44,41,1.32,openmath,best-of-n,all,algebra,0.2
qwen2.5-math-7b,16,15,1.56,baseline,best-of-n,all,counting_&_probability,0.2
qwen2.5-math-7b,16,16,1.19,openmath,best-of-n,all,counting_&_probability,0.2
qwen2.5-math-7b,14,11,2.21,baseline,best-of-n,all,geometry,0.2
qwen2.5-math-7b,14,11,2.0,openmath,best-of-n,all,geometry,0.2
qwen2.5-math-7b,29,22,2.14,baseline,best-of-n,all,intermediate_algebra,0.2
qwen2.5-math-7b,29,23,2.0,openmath,best-of-n,all,intermediate_algebra,0.2
qwen2.5-math-7b,19,19,1.42,baseline,best-of-n,all,number_theory,0.2
qwen2.5-math-7b,19,19,1.11,openmath,best-of-n,all,number_theory,0.2
qwen2.5-math-7b,23,22,1.39,baseline,best-of-n,all,prealgebra,0.2
qwen2.5-math-7b,23,22,1.22,openmath,best-of-n,all,prealgebra,0.2
qwen2.5-math-7b,26,18,2.54,baseline,best-of-n,all,precalculus,0.2
qwen2.5-math-7b,26,17,2.5,openmath,best-of-n,all,precalculus,0.2
qwen2.5-math-7b,151,133,1.74,baseline,best-of-n,all,all,0.3
qwen2.5-math-7b,151,134,1.56,openmath,best-of-n,all,all,0.3
qwen2.5-math-7b,14,14,1.07,baseline,best-of-n,1,all,0.3
qwen2.5-math-7b,14,14,1.0,openmath,best-of-n,1,all,0.3
qwen2.5-math-7b,28,23,1.71,baseline,best-of-n,2,all,0.3
qwen2.5-math-7b,28,24,1.71,openmath,best-of-n,2,all,0.3
qwen2.5-math-7b,37,31,1.81,baseline,best-of-n,3,all,0.3
qwen2.5-math-7b,37,31,1.73,openmath,best-of-n,3,all,0.3
qwen2.5-math-7b,33,30,1.76,baseline,best-of-n,4,all,0.3
qwen2.5-math-7b,33,32,1.21,openmath,best-of-n,4,all,0.3
qwen2.5-math-7b,39,35,1.92,baseline,best-of-n,5,all,0.3
qwen2.5-math-7b,39,33,1.77,openmath,best-of-n,5,all,0.3
qwen2.5-math-7b,39,36,1.44,baseline,best-of-n,all,algebra,0.3
qwen2.5-math-7b,39,36,1.36,openmath,best-of-n,all,algebra,0.3
qwen2.5-math-7b,14,13,1.64,baseline,best-of-n,all,counting_&_probability,0.3
qwen2.5-math-7b,14,14,1.21,openmath,best-of-n,all,counting_&_probability,0.3
qwen2.5-math-7b,12,10,2.08,baseline,best-of-n,all,geometry,0.3
qwen2.5-math-7b,12,10,1.83,openmath,best-of-n,all,geometry,0.3
qwen2.5-math-7b,22,18,1.95,baseline,best-of-n,all,intermediate_algebra,0.3
qwen2.5-math-7b,22,19,1.68,openmath,best-of-n,all,intermediate_algebra,0.3
qwen2.5-math-7b,18,18,1.44,baseline,best-of-n,all,number_theory,0.3
qwen2.5-math-7b,18,18,1.11,openmath,best-of-n,all,number_theory,0.3
qwen2.5-math-7b,22,21,1.41,baseline,best-of-n,all,prealgebra,0.3
qwen2.5-math-7b,22,21,1.23,openmath,best-of-n,all,prealgebra,0.3
qwen2.5-math-7b,24,17,2.46,baseline,best-of-n,all,precalculus,0.3
qwen2.5-math-7b,24,16,2.46,openmath,best-of-n,all,precalculus,0.3
qwen2.5-math-7b,134,117,1.72,baseline,best-of-n,all,all,0.4
qwen2.5-math-7b,134,118,1.58,openmath,best-of-n,all,all,0.4
qwen2.5-math-7b,14,14,1.07,baseline,best-of-n,1,all,0.4
qwen2.5-math-7b,14,14,1.0,openmath,best-of-n,1,all,0.4
qwen2.5-math-7b,25,20,1.8,baseline,best-of-n,2,all,0.4
qwen2.5-math-7b,25,21,1.8,openmath,best-of-n,2,all,0.4
qwen2.5-math-7b,33,28,1.67,baseline,best-of-n,3,all,0.4
qwen2.5-math-7b,33,28,1.7,openmath,best-of-n,3,all,0.4
qwen2.5-math-7b,27,24,1.81,baseline,best-of-n,4,all,0.4
qwen2.5-math-7b,27,26,1.22,openmath,best-of-n,4,all,0.4
qwen2.5-math-7b,35,31,1.91,baseline,best-of-n,5,all,0.4
qwen2.5-math-7b,35,29,1.83,openmath,best-of-n,5,all,0.4
qwen2.5-math-7b,33,31,1.27,baseline,best-of-n,all,algebra,0.4
qwen2.5-math-7b,33,31,1.27,openmath,best-of-n,all,algebra,0.4
qwen2.5-math-7b,11,10,1.55,baseline,best-of-n,all,counting_&_probability,0.4
qwen2.5-math-7b,11,11,1.27,openmath,best-of-n,all,counting_&_probability,0.4
qwen2.5-math-7b,10,8,2.3,baseline,best-of-n,all,geometry,0.4
qwen2.5-math-7b,10,8,2.0,openmath,best-of-n,all,geometry,0.4
qwen2.5-math-7b,20,16,2.05,baseline,best-of-n,all,intermediate_algebra,0.4
qwen2.5-math-7b,20,17,1.75,openmath,best-of-n,all,intermediate_algebra,0.4
qwen2.5-math-7b,18,18,1.44,baseline,best-of-n,all,number_theory,0.4
qwen2.5-math-7b,18,18,1.11,openmath,best-of-n,all,number_theory,0.4
qwen2.5-math-7b,21,20,1.43,baseline,best-of-n,all,prealgebra,0.4
qwen2.5-math-7b,21,20,1.24,openmath,best-of-n,all,prealgebra,0.4
qwen2.5-math-7b,21,14,2.48,baseline,best-of-n,all,precalculus,0.4
qwen2.5-math-7b,21,13,2.62,openmath,best-of-n,all,precalculus,0.4
qwen2.5-math-7b,121,106,1.7,baseline,best-of-n,all,all,0.5
qwen2.5-math-7b,121,107,1.57,openmath,best-of-n,all,all,0.5
qwen2.5-math-7b,14,14,1.07,baseline,best-of-n,1,all,0.5
qwen2.5-math-7b,14,14,1.0,openmath,best-of-n,1,all,0.5
qwen2.5-math-7b,22,17,1.91,baseline,best-of-n,2,all,0.5
qwen2.5-math-7b,22,18,1.91,openmath,best-of-n,2,all,0.5
qwen2.5-math-7b,31,26,1.71,baseline,best-of-n,3,all,0.5
qwen2.5-math-7b,31,26,1.74,openmath,best-of-n,3,all,0.5
qwen2.5-math-7b,24,22,1.75,baseline,best-of-n,4,all,0.5
qwen2.5-math-7b,24,24,1.08,openmath,best-of-n,4,all,0.5
qwen2.5-math-7b,30,27,1.8,baseline,best-of-n,5,all,0.5
qwen2.5-math-7b,30,25,1.8,openmath,best-of-n,5,all,0.5
qwen2.5-math-7b,28,26,1.32,baseline,best-of-n,all,algebra,0.5
qwen2.5-math-7b,28,26,1.32,openmath,best-of-n,all,algebra,0.5
qwen2.5-math-7b,10,9,1.4,baseline,best-of-n,all,counting_&_probability,0.5
qwen2.5-math-7b,10,10,1.2,openmath,best-of-n,all,counting_&_probability,0.5
qwen2.5-math-7b,6,6,1.83,baseline,best-of-n,all,geometry,0.5
qwen2.5-math-7b,6,6,1.33,openmath,best-of-n,all,geometry,0.5
qwen2.5-math-7b,20,16,2.05,baseline,best-of-n,all,intermediate_algebra,0.5
qwen2.5-math-7b,20,17,1.75,openmath,best-of-n,all,intermediate_algebra,0.5
qwen2.5-math-7b,17,17,1.47,baseline,best-of-n,all,number_theory,0.5
qwen2.5-math-7b,17,17,1.12,openmath,best-of-n,all,number_theory,0.5
qwen2.5-math-7b,19,18,1.37,baseline,best-of-n,all,prealgebra,0.5
qwen2.5-math-7b,19,18,1.26,openmath,best-of-n,all,prealgebra,0.5
qwen2.5-math-7b,21,14,2.48,baseline,best-of-n,all,precalculus,0.5
qwen2.5-math-7b,21,13,2.62,openmath,best-of-n,all,precalculus,0.5
qwen2.5-math-7b,115,101,1.7,baseline,best-of-n,all,all,0.6
qwen2.5-math-7b,115,102,1.56,openmath,best-of-n,all,all,0.6
qwen2.5-math-7b,13,13,1.08,baseline,best-of-n,1,all,0.6
qwen2.5-math-7b,13,13,1.0,openmath,best-of-n,1,all,0.6
qwen2.5-math-7b,21,17,1.76,baseline,best-of-n,2,all,0.6
qwen2.5-math-7b,21,18,1.76,openmath,best-of-n,2,all,0.6
qwen2.5-math-7b,30,25,1.73,baseline,best-of-n,3,all,0.6
qwen2.5-math-7b,30,25,1.77,openmath,best-of-n,3,all,0.6
qwen2.5-math-7b,23,21,1.78,baseline,best-of-n,4,all,0.6
qwen2.5-math-7b,23,23,1.09,openmath,best-of-n,4,all,0.6
qwen2.5-math-7b,28,25,1.86,baseline,best-of-n,5,all,0.6
qwen2.5-math-7b,28,23,1.82,openmath,best-of-n,5,all,0.6
qwen2.5-math-7b,27,25,1.33,baseline,best-of-n,all,algebra,0.6
qwen2.5-math-7b,27,25,1.33,openmath,best-of-n,all,algebra,0.6
qwen2.5-math-7b,9,8,1.44,baseline,best-of-n,all,counting_&_probability,0.6
qwen2.5-math-7b,9,9,1.22,openmath,best-of-n,all,counting_&_probability,0.6
qwen2.5-math-7b,5,5,2.0,baseline,best-of-n,all,geometry,0.6
qwen2.5-math-7b,5,5,1.2,openmath,best-of-n,all,geometry,0.6
qwen2.5-math-7b,19,15,2.11,baseline,best-of-n,all,intermediate_algebra,0.6
qwen2.5-math-7b,19,16,1.79,openmath,best-of-n,all,intermediate_algebra,0.6
qwen2.5-math-7b,16,16,1.5,baseline,best-of-n,all,number_theory,0.6
qwen2.5-math-7b,16,16,1.12,openmath,best-of-n,all,number_theory,0.6
qwen2.5-math-7b,19,18,1.37,baseline,best-of-n,all,prealgebra,0.6
qwen2.5-math-7b,19,18,1.26,openmath,best-of-n,all,prealgebra,0.6
qwen2.5-math-7b,20,14,2.35,baseline,best-of-n,all,precalculus,0.6
qwen2.5-math-7b,20,13,2.5,openmath,best-of-n,all,precalculus,0.6
qwen2.5-math-7b,105,94,1.66,baseline,best-of-n,all,all,0.7
qwen2.5-math-7b,105,95,1.48,openmath,best-of-n,all,all,0.7
qwen2.5-math-7b,13,13,1.08,baseline,best-of-n,1,all,0.7
qwen2.5-math-7b,13,13,1.0,openmath,best-of-n,1,all,0.7
qwen2.5-math-7b,19,16,1.63,baseline,best-of-n,2,all,0.7
qwen2.5-math-7b,19,17,1.63,openmath,best-of-n,2,all,0.7
qwen2.5-math-7b,25,21,1.72,baseline,best-of-n,3,all,0.7
qwen2.5-math-7b,25,21,1.76,openmath,best-of-n,3,all,0.7
qwen2.5-math-7b,22,20,1.82,baseline,best-of-n,4,all,0.7
qwen2.5-math-7b,22,22,1.09,openmath,best-of-n,4,all,0.7
qwen2.5-math-7b,26,24,1.77,baseline,best-of-n,5,all,0.7
qwen2.5-math-7b,26,22,1.65,openmath,best-of-n,5,all,0.7
qwen2.5-math-7b,24,23,1.21,baseline,best-of-n,all,algebra,0.7
qwen2.5-math-7b,24,23,1.21,openmath,best-of-n,all,algebra,0.7
qwen2.5-math-7b,9,8,1.44,baseline,best-of-n,all,counting_&_probability,0.7
qwen2.5-math-7b,9,9,1.22,openmath,best-of-n,all,counting_&_probability,0.7
qwen2.5-math-7b,4,4,2.25,baseline,best-of-n,all,geometry,0.7
qwen2.5-math-7b,4,4,1.25,openmath,best-of-n,all,geometry,0.7
qwen2.5-math-7b,17,14,2.0,baseline,best-of-n,all,intermediate_algebra,0.7
qwen2.5-math-7b,17,15,1.65,openmath,best-of-n,all,intermediate_algebra,0.7
qwen2.5-math-7b,15,15,1.53,baseline,best-of-n,all,number_theory,0.7
qwen2.5-math-7b,15,15,1.13,openmath,best-of-n,all,number_theory,0.7
qwen2.5-math-7b,18,18,1.17,baseline,best-of-n,all,prealgebra,0.7
qwen2.5-math-7b,18,18,1.06,openmath,best-of-n,all,prealgebra,0.7
qwen2.5-math-7b,18,12,2.5,baseline,best-of-n,all,precalculus,0.7
qwen2.5-math-7b,18,11,2.56,openmath,best-of-n,all,precalculus,0.7
qwen2.5-math-7b,89,80,1.64,baseline,best-of-n,all,all,0.8
qwen2.5-math-7b,89,82,1.4,openmath,best-of-n,all,all,0.8
qwen2.5-math-7b,11,11,1.09,baseline,best-of-n,1,all,0.8
qwen2.5-math-7b,11,11,1.0,openmath,best-of-n,1,all,0.8
qwen2.5-math-7b,18,15,1.67,baseline,best-of-n,2,all,0.8
qwen2.5-math-7b,18,16,1.67,openmath,best-of-n,2,all,0.8
qwen2.5-math-7b,22,19,1.64,baseline,best-of-n,3,all,0.8
qwen2.5-math-7b,22,19,1.64,openmath,best-of-n,3,all,0.8
qwen2.5-math-7b,19,17,1.95,baseline,best-of-n,4,all,0.8
qwen2.5-math-7b,19,19,1.11,openmath,best-of-n,4,all,0.8
qwen2.5-math-7b,19,18,1.63,baseline,best-of-n,5,all,0.8
qwen2.5-math-7b,19,17,1.42,openmath,best-of-n,5,all,0.8
qwen2.5-math-7b,19,19,1.05,baseline,best-of-n,all,algebra,0.8
qwen2.5-math-7b,19,19,1.0,openmath,best-of-n,all,algebra,0.8
qwen2.5-math-7b,9,8,1.44,baseline,best-of-n,all,counting_&_probability,0.8
qwen2.5-math-7b,9,9,1.22,openmath,best-of-n,all,counting_&_probability,0.8
qwen2.5-math-7b,4,4,2.25,baseline,best-of-n,all,geometry,0.8
qwen2.5-math-7b,4,4,1.25,openmath,best-of-n,all,geometry,0.8
qwen2.5-math-7b,15,12,2.13,baseline,best-of-n,all,intermediate_algebra,0.8
qwen2.5-math-7b,15,13,1.73,openmath,best-of-n,all,intermediate_algebra,0.8
qwen2.5-math-7b,12,12,1.33,baseline,best-of-n,all,number_theory,0.8
qwen2.5-math-7b,12,12,1.08,openmath,best-of-n,all,number_theory,0.8
qwen2.5-math-7b,16,16,1.19,baseline,best-of-n,all,prealgebra,0.8
qwen2.5-math-7b,16,16,1.06,openmath,best-of-n,all,prealgebra,0.8
qwen2.5-math-7b,14,9,2.64,baseline,best-of-n,all,precalculus,0.8
qwen2.5-math-7b,14,9,2.43,openmath,best-of-n,all,precalculus,0.8
qwen2.5-math-7b,75,68,1.57,baseline,best-of-n,all,all,0.9
qwen2.5-math-7b,75,70,1.36,openmath,best-of-n,all,all,0.9
qwen2.5-math-7b,8,8,1.12,baseline,best-of-n,1,all,0.9
qwen2.5-math-7b,8,8,1.0,openmath,best-of-n,1,all,0.9
qwen2.5-math-7b,16,14,1.5,baseline,best-of-n,2,all,0.9
qwen2.5-math-7b,16,15,1.5,openmath,best-of-n,2,all,0.9
qwen2.5-math-7b,19,17,1.53,baseline,best-of-n,3,all,0.9
qwen2.5-math-7b,19,17,1.53,openmath,best-of-n,3,all,0.9
qwen2.5-math-7b,18,16,1.89,baseline,best-of-n,4,all,0.9
qwen2.5-math-7b,18,18,1.06,openmath,best-of-n,4,all,0.9
qwen2.5-math-7b,14,13,1.57,baseline,best-of-n,5,all,0.9
qwen2.5-math-7b,14,12,1.57,openmath,best-of-n,5,all,0.9
qwen2.5-math-7b,15,15,1.07,baseline,best-of-n,all,algebra,0.9
qwen2.5-math-7b,15,15,1.0,openmath,best-of-n,all,algebra,0.9
qwen2.5-math-7b,9,8,1.44,baseline,best-of-n,all,counting_&_probability,0.9
qwen2.5-math-7b,9,9,1.22,openmath,best-of-n,all,counting_&_probability,0.9
qwen2.5-math-7b,3,3,2.33,baseline,best-of-n,all,geometry,0.9
qwen2.5-math-7b,3,3,1.33,openmath,best-of-n,all,geometry,0.9
qwen2.5-math-7b,15,12,2.13,baseline,best-of-n,all,intermediate_algebra,0.9
qwen2.5-math-7b,15,13,1.73,openmath,best-of-n,all,intermediate_algebra,0.9
qwen2.5-math-7b,9,9,1.11,baseline,best-of-n,all,number_theory,0.9
qwen2.5-math-7b,9,9,1.0,openmath,best-of-n,all,number_theory,0.9
qwen2.5-math-7b,13,13,1.23,baseline,best-of-n,all,prealgebra,0.9
qwen2.5-math-7b,13,13,1.08,openmath,best-of-n,all,prealgebra,0.9
qwen2.5-math-7b,11,8,2.18,baseline,best-of-n,all,precalculus,0.9
qwen2.5-math-7b,11,8,2.09,openmath,best-of-n,all,precalculus,0.9
